applicant_id,age,gender,marital_status,education_level,employment_type,years_employed,annual_income,monthly_income,income_stability_score,has_co_signer,num_dependents,credit_score,credit_history_length_years,num_open_accounts,num_credit_inquiries_6m,debt_to_income_ratio,previous_defaults,bankruptcy_history,loan_amount,loan_term_months,loan_purpose,interest_rate,has_collateral,loan_to_value_ratio,savings_balance,checking_balance,investment_portfolio_value,monthly_expenses,has_direct_deposit,application_date,application_channel,relationship_tenure_years,defaulted
APP_00000822,51,Female,Divorced,Bachelor,Part-time,23,97363.0,8113.58,9,No,0,772.0,15,5,2,72.87,0,No,35924.0,240,Business,4.59,No,69.55,405.21,740.17,6101.96,5729.44,Yes,2023-07-18,Phone,1,No
APP_00000823,23,Female,Married,Bachelor,Self-employed,8,35994.0,2999.5,8,Yes,1,686.0,3,15,2,12.18,1,No,19826.0,12,Home,5.57,No,35.27,33538.11,4431.64,23490.2,2251.41,Yes,2023-01-21,Phone,5,No
APP_00000824,51,Female,Divorced,High School,Full-time,5,33039.0,2753.25,3,No,2,569.0,22,8,4,19.08,0,No,15225.0,36,Car,5.72,Yes,86.47,20311.92,6138.57,4001.61,1720.34,No,2023-11-25,Branch,5,No
APP_00000825,21,Male,Married,Bachelor,Self-employed,5,105381.0,8781.75,8,No,3,540.0,19,3,0,58.93,0,No,19236.0,72,Home,5.24,No,95.45,22139.31,2261.03,29389.05,7678.81,Yes,2023-01-16,Online,5,No
APP_00000826,60,Male,Married,Master,Full-time,0,139481.0,11623.42,8,No,2,545.0,18,13,1,24.06,0,No,14254.0,60,Car,12.08,Yes,89.42,16143.03,4687.01,166.51,8732.06,Yes,2023-09-24,Online,7,No
APP_00000827,48,Male,Married,Master,Part-time,0,100124.0,8343.67,9,No,1,624.0,8,5,4,14.55,1,No,18388.0,36,Business,4.32,No,50.62,19794.65,4745.35,4394.42,5912.61,Yes,2023-06-16,Online,6,Yes
APP_00000828,40,Male,Divorced,Bachelor,Full-time,0,68194.0,5682.83,9,No,3,788.0,7,10,3,42.33,1,No,28280.0,48,Business,6.9,No,20.96,17115.82,4556.35,29226.3,3228.65,Yes,2023-09-08,Phone,0,No
APP_00000829,49,Male,Single,Master,Self-employed,2,54575.0,4547.92,8,No,2,668.0,5,8,0,38.95,0,No,15236.0,72,Home,4.44,Yes,70.92,43453.15,992.57,2162.55,1907.59,Yes,2023-10-28,Online,7,No
APP_00000830,45,Male,Married,High School,Full-time,10,23731.0,1977.58,9,No,1,758.0,4,8,1,5.81,0,No,19608.0,24,Home,9.37,No,87.86,20330.7,9589.71,383.14,1101.49,Yes,2023-05-29,Online,6,No
APP_00000831,28,Female,Single,High School,Full-time,5,158222.0,13185.17,6,No,1,533.0,13,7,3,56.99,0,No,11752.0,36,Personal,9.71,Yes,61.7,4904.97,3718.51,35673.97,,Yes,2023-08-18,Online,2,Yes
APP_00000832,56,Male,Married,High School,Full-time,14,61569.0,5130.75,6,No,2,632.0,1,12,0,17.15,1,No,28981.0,240,Home,8.73,No,77.11,2636.54,1156.68,3404.11,4115.36,Yes,2023-04-17,Online,5,No
APP_00000833,43,Male,Single,Master,Retired,0,56944.0,4745.33,4,No,1,706.0,0,7,6,57.9,0,No,36980.0,120,Education,5.03,No,25.07,46241.81,1522.52,18644.85,4017.06,Yes,2023-12-28,Online,0,No
APP_00000834,25,Female,Married,Master,Self-employed,8,28497.0,2374.75,8,Yes,1,579.0,17,4,2,39.91,1,No,17438.0,180,Home,10.2,Yes,35.76,13024.12,3614.79,30071.86,2133.89,Yes,2023-12-11,Online,12,Yes
APP_00000835,56,Male,Married,Bachelor,Self-employed,6,141454.0,11787.83,10,No,0,633.0,18,11,3,50.69,0,No,22116.0,60,Home,12.52,No,70.54,1946.97,4085.52,28087.01,10594.98,Yes,2023-11-26,Online,7,No
APP_00000836,23,Male,Married,Bachelor,Full-time,2,54708.0,4559.0,6,No,0,649.0,10,10,2,39.29,0,No,50678.0,24,Education,8.9,No,42.17,22536.55,4131.23,5129.09,4035.96,No,2023-05-09,Online,0,No
APP_00000837,31,Female,Married,High School,Retired,9,56026.0,4668.83,6,No,3,608.0,2,10,1,10.26,0,No,11347.0,36,Education,7.38,No,89.35,5059.98,5011.72,91244.38,2955.85,Yes,2023-11-04,Branch,6,No
APP_00000838,50,Male,Married,Bachelor,Retired,4,46649.0,3887.42,9,No,1,617.0,14,9,3,7.59,0,No,28555.0,72,Debt Consolidation,5.82,Yes,54.6,42532.69,3973.49,22954.59,3219.42,Yes,2023-03-02,Online,2,No
APP_00000839,49,Female,Married,High School,Unemployed,7,159795.0,13316.25,8,No,0,641.0,12,6,1,25.56,0,No,14360.0,24,Personal,6.64,Yes,73.63,13670.24,4298.14,30296.85,11601.3,Yes,2023-11-13,Online,3,No
APP_00000840,39,Female,Single,High School,Part-time,0,29927.0,2493.92,8,No,0,754.0,4,7,3,61.63,0,No,19119.0,48,Car,12.75,No,59.67,1105.15,3860.98,41566.85,1072.01,Yes,2023-10-21,Online,3,No
APP_00000841,53,Female,Single,Master,Full-time,2,14396.0,1199.67,7,No,1,705.0,3,11,1,25.04,0,No,28857.0,36,Medical,7.04,No,70.12,36618.28,209.25,19414.21,669.02,Yes,2023-03-05,Online,2,No
APP_00000842,25,Male,Single,Master,Full-time,0,57071.0,4755.92,7,No,2,757.0,3,10,4,36.22,0,No,28593.0,24,Car,12.29,No,24.52,33936.74,11506.03,414.24,4148.41,Yes,2023-07-06,Online,27,No
APP_00000843,31,Male,Married,Bachelor,Full-time,3,32971.0,2747.58,5,No,0,850.0,1,9,4,40.46,1,No,34791.0,24,Home,7.82,No,89.87,6262.93,15995.45,12653.92,2219.69,Yes,2023-12-05,Phone,3,No
APP_00000844,35,Male,Married,Master,Part-time,0,41668.0,3472.33,9,No,2,742.0,10,10,0,19.44,0,No,18173.0,84,Home,4.73,No,61.19,8424.98,793.04,9176.77,1409.44,Yes,2023-10-02,Online,1,No
APP_00000845,33,Female,Single,Bachelor,Part-time,4,29129.0,2427.42,7,No,0,808.0,2,11,0,55.63,1,No,13486.0,48,Home,14.17,Yes,94.61,10191.29,726.18,13242.75,1111.87,Yes,2023-04-21,Online,12,Yes
APP_00000846,47,Female,Single,Bachelor,Full-time,10,61844.0,5153.67,5,Yes,1,665.0,1,13,5,17.04,1,No,6404.0,48,Education,11.26,Yes,50.16,9617.14,1823.65,7158.42,2554.08,Yes,2023-03-27,Online,1,Yes
APP_00000847,28,Male,Married,PhD,Part-time,8,71960.0,5996.67,7,No,1,558.0,2,5,3,30.02,0,No,28435.0,36,Car,6.74,Yes,93.51,27771.35,2789.28,31229.66,,Yes,2023-04-21,Online,1,No
APP_00000848,26,Female,Married,High School,Self-employed,16,81108.0,6759.0,9,Yes,4,850.0,8,7,2,15.14,1,No,16315.0,24,Car,14.46,No,26.34,20694.4,508.46,26605.15,4199.86,Yes,2023-11-21,Phone,0,No
APP_00000849,24,Male,Divorced,Bachelor,Full-time,8,54431.0,4535.92,6,No,3,718.0,2,6,3,45.64,1,No,47327.0,60,Home,12.09,Yes,79.91,13835.35,11179.63,21796.14,3490.08,No,2023-03-25,Online,30,Yes
APP_00000850,29,Male,Married,Bachelor,Full-time,4,179648.0,14970.67,9,No,1,618.0,0,5,2,28.6,0,No,55797.0,72,Car,3.73,No,66.14,10643.19,4154.16,16801.51,8907.94,Yes,2023-11-12,Branch,12,No
APP_00000851,38,Female,Divorced,Bachelor,Self-employed,0,95291.0,7940.92,8,No,1,534.0,6,4,1,37.73,2,No,22894.0,48,Home,9.56,No,34.13,19568.16,342.62,17519.38,5312.48,Yes,2023-03-22,Branch,0,Yes
APP_00000852,57,Male,Married,High School,Full-time,10,82911.0,6909.25,10,No,1,785.0,9,12,2,6.61,1,No,19832.0,60,Medical,8.5,No,58.77,26559.63,582.61,33211.42,4543.35,No,2023-10-10,Online,0,No
APP_00000853,21,Male,Married,High School,Part-time,1,75384.0,6282.0,2,Yes,1,475.0,0,6,4,28.89,0,No,28014.0,48,Home,7.89,No,44.43,2824.85,10753.62,15459.83,3591.9,Yes,2023-05-21,Online,1,No
APP_00000854,29,Male,Divorced,High School,Unemployed,0,28863.0,2405.25,6,No,2,808.0,17,6,2,22.72,0,No,21333.0,36,Home,9.49,Yes,38.26,40392.85,4419.87,10771.69,1512.98,Yes,2023-07-22,Phone,6,No
APP_00000855,39,Female,Married,High School,Full-time,6,56524.0,4710.33,7,No,0,673.0,5,7,4,13.78,0,No,23705.0,48,Home,10.41,No,81.4,23.92,7237.48,62473.11,2873.76,Yes,2023-12-05,Online,1,No
APP_00000856,28,Female,Married,High School,Full-time,0,74483.0,6206.92,8,No,1,654.0,2,9,2,10.87,2,No,28473.0,360,Business,7.1,Yes,91.07,36660.13,4844.85,59982.38,2999.79,Yes,2023-11-29,Branch,7,Yes
APP_00000857,26,Male,Married,High School,Full-time,0,85639.0,7136.58,8,No,0,623.0,12,7,1,52.01,0,No,26603.0,72,Home,9.76,Yes,50.31,8572.76,3897.14,35975.44,3805.27,Yes,2023-02-03,Online,0,No
APP_00000858,33,Male,Married,Bachelor,Self-employed,10,72166.0,6013.83,6,Yes,1,562.0,25,10,1,18.52,0,No,9330.0,360,Car,12.49,No,28.74,5116.22,2.47,47451.67,3351.59,Yes,2023-10-11,Online,1,No
APP_00000859,36,Male,Single,Master,Self-employed,0,132701.0,11058.42,8,No,1,681.0,0,9,0,40.04,1,No,45579.0,240,Business,13.6,No,43.03,893.54,73.27,22043.85,9818.82,Yes,2023-08-14,Online,6,Yes
APP_00000860,53,Male,Married,Master,Unemployed,16,74865.0,6238.75,8,No,1,734.0,28,7,4,33.29,1,No,56882.0,12,Car,11.27,Yes,34.92,4928.41,5996.94,5649.0,3623.85,Yes,2023-01-19,Branch,5,Yes
APP_00000861,34,Male,Single,Master,Full-time,1,61144.0,5095.33,7,No,0,604.0,6,2,3,16.43,0,No,21745.0,48,Car,6.21,No,68.56,27583.22,5927.19,44425.0,3206.2,Yes,2023-01-08,Branch,0,No
APP_00000862,21,Female,Single,Bachelor,Full-time,9,41855.0,3487.92,9,No,2,630.0,0,8,1,10.77,1,No,25844.0,60,Education,7.68,No,78.95,2246.7,1258.5,782.73,1591.01,Yes,2023-05-18,Online,3,No
APP_00000863,32,Male,Divorced,Bachelor,Full-time,3,79641.0,6636.75,10,No,0,642.0,1,8,0,20.85,0,No,16965.0,12,Home,4.54,No,83.73,22526.15,4507.86,36040.42,4875.85,Yes,2023-10-02,Phone,8,No
APP_00000864,43,Male,Married,Bachelor,Full-time,4,100939.0,8411.58,7,No,2,713.0,22,5,3,15.88,0,No,33085.0,36,Car,8.86,Yes,46.71,42824.95,3822.25,5674.36,7180.47,Yes,2023-10-21,Branch,1,No
APP_00000865,32,Male,Married,High School,Unemployed,9,54331.0,4527.58,8,No,0,671.0,2,7,4,26.47,0,No,36585.0,12,Home,11.11,No,58.63,4798.93,6766.02,5079.16,3954.64,No,2023-08-04,Online,0,No
APP_00000866,39,Male,Married,Master,Self-employed,3,29955.0,2496.25,10,No,0,671.0,4,13,0,23.99,0,No,17284.0,72,Debt Consolidation,4.19,Yes,83.1,64340.31,3283.12,9634.86,1337.72,Yes,2023-01-31,Online,10,Yes
APP_00000867,36,Female,Married,Master,Full-time,0,69415.0,5784.58,7,No,1,705.0,7,7,2,15.08,1,No,20172.0,240,Home,9.1,No,38.78,10496.67,1117.97,15039.78,2626.33,Yes,2023-11-26,Branch,1,No
APP_00000868,21,Male,Married,Bachelor,Full-time,3,89865.0,7488.75,6,Yes,1,,7,9,1,12.39,1,No,37027.0,12,Medical,5.04,No,43.05,29629.81,4864.26,22409.07,5618.4,Yes,2023-06-01,Phone,6,No
APP_00000869,48,Male,Divorced,Master,Full-time,3,170785.0,14232.08,10,No,0,698.0,0,10,3,8.78,0,No,29804.0,72,Debt Consolidation,10.94,No,76.91,20568.98,2098.41,21588.49,12203.5,Yes,2023-05-27,Online,0,No
APP_00000870,21,Female,Single,Bachelor,Full-time,2,19349.0,1612.42,8,No,2,676.0,2,8,2,21.45,0,No,34653.0,72,Personal,6.48,Yes,72.88,16454.76,875.74,5722.43,911.23,Yes,2023-01-25,Online,4,No
APP_00000871,50,Female,Single,Bachelor,Retired,16,47535.0,3961.25,7,No,0,392.0,9,11,1,14.4,1,No,17118.0,72,Business,13.27,Yes,82.5,31987.45,1561.95,4347.69,2595.06,Yes,2023-02-24,Online,5,Yes
APP_00000872,37,Male,Married,High School,Part-time,13,49330.0,4110.83,6,No,1,636.0,0,7,3,45.76,0,No,26418.0,48,Home,7.92,No,21.48,43547.57,695.57,17982.58,2350.49,No,2023-03-01,Online,4,No
APP_00000873,54,Female,Divorced,Bachelor,Full-time,6,152216.0,12684.67,5,No,1,637.0,15,10,2,39.71,0,No,10512.0,72,Home,6.1,No,65.55,18116.0,2052.24,47974.15,11365.63,Yes,2023-08-18,Branch,6,No
APP_00000874,24,Female,Married,Bachelor,Full-time,0,65348.0,5445.67,4,No,1,671.0,0,11,1,43.9,0,No,17515.0,240,Home,8.51,No,59.01,14768.41,1236.22,18409.93,2556.34,Yes,2023-10-15,Online,17,No
APP_00000875,56,Female,Married,Master,Full-time,4,31060.0,2588.33,8,No,2,724.0,0,13,1,34.65,0,No,20415.0,84,Education,10.34,No,46.4,6389.43,1664.46,25156.52,2230.45,No,2023-10-29,Online,0,No
APP_00000876,37,Male,Single,Master,Full-time,1,152679.0,12723.25,7,No,2,569.0,8,11,1,42.02,1,No,20179.0,360,Home,4.4,Yes,49.94,6710.51,1826.73,30566.01,10924.31,Yes,2023-06-15,Branch,0,No
APP_00000877,56,Female,Married,High School,Unemployed,3,40248.0,3354.0,7,No,1,585.0,21,6,2,44.95,1,No,20871.0,36,Home,9.08,No,69.56,6026.88,53.51,19150.41,1839.26,Yes,2023-11-14,Phone,4,Yes
APP_00000878,21,Male,Single,Bachelor,Full-time,1,58650.0,4887.5,7,No,3,622.0,4,7,2,43.75,1,No,16220.0,36,Car,4.14,No,49.52,1608.64,2414.95,25536.39,3820.31,Yes,2023-10-15,Online,2,No
APP_00000879,43,Female,Divorced,High School,Full-time,0,29877.0,2489.75,8,Yes,0,665.0,1,16,1,14.69,1,No,24150.0,36,Car,11.5,Yes,71.29,1311.98,5420.32,57724.15,2098.04,Yes,2023-08-24,Online,0,No
APP_00000880,57,Male,Single,Bachelor,Part-time,3,45373.0,3781.08,4,No,2,678.0,5,8,1,39.79,0,No,7938.0,60,Debt Consolidation,9.24,Yes,69.22,5218.29,8769.66,8517.25,,Yes,2023-11-14,Online,1,No
APP_00000881,35,Female,Married,Bachelor,Retired,1,46418.0,3868.17,9,Yes,0,602.0,3,11,3,65.81,0,No,38639.0,120,Home,10.65,No,24.47,17247.1,167.97,34698.67,3025.26,Yes,2023-09-13,Branch,9,No
APP_00000882,35,Female,Single,Master,Part-time,4,157602.0,13133.5,6,No,0,721.0,12,10,1,25.49,0,No,43520.0,36,Home,3.07,Yes,65.06,30774.96,1318.56,25547.16,10149.86,Yes,2023-03-09,Branch,2,No
APP_00000883,39,Male,Single,High School,Full-time,7,29324.0,2443.67,7,No,1,746.0,2,6,2,65.88,0,No,16913.0,24,Home,9.92,No,27.87,880.69,21147.1,44907.24,1264.26,No,2023-06-30,Branch,0,No
APP_00000884,38,Male,Married,Master,Full-time,3,180449.0,15037.42,8,No,0,739.0,8,10,0,33.55,1,No,12614.0,180,Car,11.55,No,69.46,3059.81,19013.32,22966.91,13390.06,Yes,2023-06-14,Online,2,No
APP_00000885,33,Female,Married,High School,Full-time,3,43767.0,3647.25,7,No,0,697.0,13,6,2,39.22,2,No,14757.0,72,Home,5.06,No,35.23,,1201.04,35816.07,1562.25,Yes,2023-12-11,Phone,11,Yes
APP_00000886,35,Female,Single,High School,Self-employed,10,54164.0,4513.67,7,No,1,812.0,7,7,0,9.81,1,No,43249.0,48,Business,5.94,Yes,47.3,38499.93,12293.19,47605.81,1879.12,Yes,2023-01-16,Phone,3,No
APP_00000887,21,Male,Single,Master,Full-time,0,15808.0,1317.33,4,Yes,1,433.0,13,5,0,66.53,2,No,17722.0,120,Education,5.85,Yes,33.48,3075.67,2104.12,40127.5,918.99,Yes,2023-07-12,Branch,3,Yes
APP_00000888,58,Female,Married,Bachelor,Full-time,4,89044.0,7420.33,10,No,1,552.0,0,2,1,30.69,0,No,25461.0,72,Car,13.19,No,41.17,26686.77,82.82,2583.17,6576.76,Yes,2023-05-02,Online,6,Yes
APP_00000889,27,Male,Single,Bachelor,Full-time,2,123029.0,10252.42,4,No,1,702.0,17,7,3,31.07,1,No,26858.0,60,Car,8.55,Yes,64.22,62.84,2236.77,15665.15,7216.32,Yes,2023-12-15,Online,5,No
APP_00000890,50,Female,Single,Master,Full-time,3,87630.0,7302.5,4,No,1,783.0,2,8,2,24.28,0,No,32914.0,24,Home,5.42,No,39.12,12901.76,1217.34,22378.73,3806.72,Yes,2023-12-29,Phone,0,No
APP_00000891,48,Female,Single,Bachelor,Full-time,1,76159.0,6346.58,7,No,0,691.0,12,7,2,43.15,0,No,16199.0,72,Car,7.33,No,40.81,5975.78,2970.75,56263.87,4730.14,Yes,2023-12-07,Online,0,No
APP_00000892,46,Female,Single,High School,Part-time,0,38396.0,3199.67,8,No,1,688.0,2,9,3,9.73,0,No,56023.0,60,Home,11.47,No,40.5,7582.08,588.01,464.69,2494.61,No,2023-12-27,Branch,1,No
APP_00000893,29,Male,Married,High School,Full-time,1,31971.0,2664.25,8,No,3,641.0,0,5,2,23.14,1,No,23016.0,12,Debt Consolidation,6.66,Yes,54.5,5186.09,6907.69,602.92,1957.85,Yes,2023-03-07,Online,1,No
APP_00000894,54,Male,Married,Bachelor,Unemployed,7,87850.0,7320.83,4,No,1,648.0,7,10,1,22.81,1,No,51531.0,72,Car,9.09,Yes,63.16,18627.48,4094.48,30704.27,6550.24,No,2023-10-11,Online,2,Yes
APP_00000895,51,Male,Married,Bachelor,Part-time,3,34259.0,2854.92,10,No,1,569.0,5,6,2,17.71,1,No,57002.0,60,Car,10.66,No,70.99,10001.34,8270.91,5660.92,1809.89,Yes,2023-02-22,Online,14,No
APP_00000896,59,Female,Single,Master,Full-time,9,93959.0,7829.92,10,Yes,0,635.0,1,3,3,36.25,0,No,35782.0,72,Education,7.65,No,56.12,13264.97,8923.4,11065.79,6245.41,No,2023-04-28,Phone,7,No
APP_00000897,21,Male,Single,Bachelor,Full-time,0,26801.0,2233.42,10,No,2,603.0,9,8,1,38.34,0,No,18807.0,60,Car,10.26,No,80.95,21788.87,1104.7,11770.0,1114.78,Yes,2023-10-06,Online,4,No
APP_00000898,21,Female,Married,Bachelor,Full-time,7,62137.0,5178.08,5,Yes,2,770.0,16,11,3,15.53,0,No,15030.0,36,Car,2.05,Yes,82.57,33347.44,13831.75,11074.55,2841.32,Yes,2023-04-02,Branch,11,No
APP_00000899,65,Male,Single,High School,Self-employed,14,73473.0,6122.75,5,Yes,1,667.0,4,5,1,31.17,0,No,18779.0,60,Home,11.78,No,65.47,8186.44,6729.32,81819.7,3321.87,Yes,2023-12-05,Online,2,No
APP_00000900,67,Male,Married,Bachelor,Full-time,2,125954.0,10496.17,2,No,2,847.0,4,10,3,37.42,0,No,30037.0,48,Car,3.86,No,57.11,16572.62,9624.95,101804.68,5381.42,No,2023-09-29,Online,3,No
APP_00000901,48,Female,Single,High School,Full-time,8,33261.0,2771.75,5,No,0,684.0,20,12,3,14.45,0,No,37781.0,60,Home,10.07,No,34.75,381.89,1642.53,911.12,1731.9,No,2023-01-15,Branch,5,No
APP_00000902,40,Female,Married,Bachelor,Full-time,2,161900.0,13491.67,7,No,1,614.0,4,4,3,35.16,0,No,34977.0,60,Debt Consolidation,7.37,No,83.36,10965.76,2159.44,45732.6,8252.25,No,2023-11-13,Online,0,No
APP_00000903,30,Male,Single,High School,Full-time,7,38255.0,3187.92,10,No,1,724.0,2,6,3,7.79,0,No,39972.0,60,Home,13.34,No,90.3,5385.75,2695.37,23098.11,1791.03,Yes,2023-06-17,Online,1,No
APP_00000904,47,Male,Married,Bachelor,Part-time,12,346461.0,28871.75,4,No,1,592.0,0,4,2,20.6,0,No,19600.0,60,Home,12.86,Yes,79.93,22066.08,3109.76,21831.33,15949.53,Yes,2023-02-22,Online,0,No
APP_00000905,34,Male,Single,Master,Self-employed,1,76193.0,6349.42,8,No,0,710.0,2,7,3,26.49,1,No,16977.0,84,Car,4.44,No,57.94,9169.56,290.32,172.84,5685.43,Yes,2023-04-05,Branch,8,Yes
APP_00000906,25,Female,Married,Master,Full-time,3,40906.0,3408.83,9,No,0,713.0,20,5,2,14.86,0,No,31944.0,120,Home,8.13,No,52.54,28186.06,8533.26,19788.0,3056.83,Yes,2023-06-15,Branch,3,No
APP_00000907,28,Male,Single,Bachelor,Full-time,9,111619.0,9301.58,10,No,0,678.0,25,8,2,7.88,0,No,23582.0,24,Debt Consolidation,6.15,No,62.37,3393.68,7763.4,8004.87,4888.41,No,2023-10-07,Online,7,No
APP_00000908,21,Male,Single,PhD,Full-time,8,36164.0,3013.67,7,No,2,657.0,4,7,2,31.18,1,No,25388.0,60,Education,5.08,No,48.5,51697.69,184.33,21145.56,2399.3,Yes,2023-06-23,Branch,8,No
APP_00000909,34,Female,Single,Master,Part-time,0,66100.0,5508.33,6,No,1,748.0,2,6,2,33.26,0,No,29904.0,24,Home,6.97,No,52.76,1549.01,3201.6,6689.18,2747.57,No,2023-02-03,Branch,0,No
APP_00000910,21,Male,Single,High School,Full-time,3,36582.0,3048.5,3,No,3,740.0,1,3,3,15.67,1,Yes,35922.0,84,Debt Consolidation,3.07,No,82.44,1823.99,9802.77,18812.71,1933.81,No,2023-11-24,Online,12,Yes
APP_00000911,44,Female,Married,Bachelor,Full-time,7,108833.0,9069.42,4,No,1,602.0,22,4,2,50.87,0,No,24130.0,36,Education,10.1,No,40.5,2707.3,5203.16,4949.28,5739.35,Yes,2023-06-13,Online,2,No
APP_00000912,41,Male,Single,Bachelor,Full-time,0,60155.0,5012.92,8,No,2,701.0,17,10,3,14.95,0,No,15405.0,36,Home,9.99,Yes,51.41,33435.15,738.5,29638.34,2709.56,Yes,2023-02-28,Online,2,No
APP_00000913,48,Male,Married,Bachelor,Full-time,9,62450.0,5204.17,7,Yes,0,680.0,10,6,2,50.19,0,No,18405.0,48,Medical,7.51,Yes,46.61,216.97,1459.12,113849.11,3196.23,Yes,2023-01-08,Branch,3,No
APP_00000914,34,Male,Single,High School,Full-time,1,67588.0,5632.33,5,No,1,683.0,24,5,1,12.59,0,No,14769.0,36,Business,6.38,Yes,66.75,6888.87,6550.15,126405.61,3227.77,Yes,2023-11-07,Phone,2,No
APP_00000915,49,Male,Single,Master,Part-time,8,93275.0,7772.92,8,No,1,560.0,0,7,2,49.86,0,No,26640.0,36,Car,4.82,No,39.24,6078.66,6978.71,32847.16,5002.21,Yes,2023-05-01,Online,6,No
APP_00000916,51,Female,Married,Bachelor,Retired,1,15805.0,1317.08,9,No,0,550.0,8,14,3,17.97,0,No,21754.0,60,Home,5.1,No,35.01,23396.25,495.73,15001.74,766.27,No,2023-12-22,Phone,4,No
APP_00000917,23,Female,Single,Bachelor,Full-time,13,51510.0,4292.5,6,No,1,694.0,0,10,2,19.05,0,No,22946.0,48,Debt Consolidation,9.85,No,74.82,30337.87,20876.58,16770.45,3128.85,Yes,2023-08-15,Online,2,No
APP_00000918,47,Male,Married,Bachelor,Full-time,7,43760.0,3646.67,8,No,1,610.0,2,3,1,20.16,1,No,14565.0,60,Home,7.84,No,56.62,16176.48,1255.48,39441.04,,Yes,2023-07-07,Online,3,No
APP_00000919,58,Female,Married,High School,Full-time,1,24931.0,2077.58,9,No,1,723.0,12,7,2,18.14,0,No,15151.0,36,Home,3.84,No,60.99,24512.59,3897.6,16868.96,867.5,No,2023-09-30,Phone,5,No
APP_00000920,31,Male,Married,Bachelor,Self-employed,0,68083.0,5673.58,5,No,2,684.0,2,6,2,35.88,1,No,19205.0,24,Business,6.43,Yes,71.18,4005.25,13099.12,10140.15,,Yes,2023-06-13,Online,2,No
APP_00000921,49,Male,Married,Bachelor,Part-time,0,107472.0,8956.0,10,No,2,850.0,11,10,3,9.84,0,No,39799.0,60,Car,5.1,No,61.31,10597.93,766.02,10297.38,4988.22,Yes,2023-01-02,Branch,1,No
APP_00000922,57,Female,Married,Bachelor,Full-time,0,63393.0,5282.75,5,No,3,657.0,10,4,3,23.72,0,Yes,39677.0,240,Home,8.9,No,76.52,13549.76,2429.1,15551.47,2147.34,Yes,2023-12-23,Online,1,Yes
APP_00000923,58,Male,Single,High School,Unemployed,5,152791.0,12732.58,5,No,0,702.0,6,4,1,9.49,0,No,23444.0,180,Car,10.4,No,81.75,20295.06,421.72,9668.79,10653.22,No,2023-04-09,Online,2,No
APP_00000924,36,Female,Single,High School,Full-time,1,107088.0,8924.0,9,No,1,793.0,11,5,1,13.05,0,Yes,34284.0,24,Debt Consolidation,6.4,Yes,70.21,1487.83,91.41,45184.64,7356.56,Yes,2023-03-21,Online,10,No
APP_00000925,51,Female,Married,High School,Self-employed,2,22556.0,1879.67,10,No,0,656.0,7,12,2,49.76,0,No,33861.0,36,Home,5.22,No,56.47,1023.4,2613.41,9913.95,1503.23,Yes,2023-07-10,Online,6,Yes
APP_00000926,52,Male,Single,Master,Full-time,2,187118.0,15593.17,7,No,4,723.0,6,7,2,17.13,1,No,11325.0,12,Home,7.27,Yes,54.85,21753.75,4585.07,5993.4,,No,2023-01-21,Online,5,Yes
APP_00000927,50,Female,Single,High School,Full-time,8,240803.0,20066.92,8,No,0,711.0,11,6,4,31.29,0,No,10777.0,72,Debt Consolidation,9.35,No,78.3,,4046.77,42818.28,9228.99,No,2023-06-20,Phone,4,No
APP_00000928,53,Female,Single,Bachelor,Full-time,2,82822.0,6901.83,6,No,0,654.0,7,6,0,20.86,0,No,15623.0,48,Home,5.88,No,73.41,6047.12,1542.76,41929.19,3972.68,Yes,2023-11-14,Branch,2,No
APP_00000929,41,Female,Single,Master,Full-time,2,50314.0,4192.83,8,No,2,739.0,2,10,4,28.37,0,No,28110.0,60,Medical,10.64,No,74.17,24172.51,34734.4,38597.04,2545.51,Yes,2023-02-23,Phone,1,No
APP_00000930,21,Female,Married,Bachelor,Full-time,12,132420.0,11035.0,7,No,2,787.0,5,6,0,32.34,0,No,16311.0,72,Home,7.7,No,82.45,7212.91,26426.29,27060.29,9083.59,Yes,2023-05-26,Online,14,No
APP_00000931,31,Female,Married,High School,Full-time,1,64131.0,5344.25,7,No,0,642.0,17,9,1,19.44,0,No,23588.0,72,Home,9.24,No,70.8,2485.75,17983.79,11181.02,2320.31,Yes,2023-08-09,Online,7,No
APP_00000932,34,Male,Married,Bachelor,Full-time,3,127535.0,10627.92,9,No,2,553.0,11,9,4,33.9,0,No,28396.0,84,Car,6.6,No,32.13,3084.95,8251.46,32967.35,5652.55,Yes,2023-04-01,Online,7,No
APP_00000933,34,Male,Married,High School,Self-employed,0,26190.0,2182.5,6,No,1,665.0,15,6,1,3.49,0,No,17499.0,240,Car,6.34,No,69.56,13810.36,4766.83,3661.51,1745.77,No,2023-05-12,Branch,2,No
APP_00000934,22,Male,Married,Bachelor,Unemployed,4,112997.0,9416.42,10,No,2,607.0,4,3,3,19.05,0,No,12653.0,36,Debt Consolidation,9.92,Yes,26.57,985.78,6099.36,8270.76,4440.5,Yes,2023-12-10,Branch,5,No
APP_00000935,39,Female,Single,Bachelor,Self-employed,12,53663.0,4471.92,7,No,0,527.0,8,7,1,55.99,0,No,8619.0,60,Debt Consolidation,6.68,No,50.57,26438.23,5053.82,38653.42,3340.45,Yes,2023-01-21,Online,5,No
